Date,Open,High,Low,Close,Adj Close,Volume
2010-08-12,1.709583,1.792292,1.699375,1.767292,1.762876,18240000
2010-08-13,1.752708,1.772708,1.732083,1.732083,1.727755,7243200
2010-08-16,1.706250,1.776875,1.684375,1.741875,1.737523,11928000
2010-08-17,1.780833,1.854792,1.770417,1.808125,1.803607,15009600
2010-08-18,1.798958,1.861042,1.778333,1.824375,1.819817,8894400
2010-08-19,1.798542,1.817083,1.710417,1.757292,1.752901,12801600
2010-08-20,1.739583,1.764583,1.708542,1.751250,1.746874,11073600
2010-08-23,1.790417,1.801042,1.700417,1.702917,1.698662,13526400
2010-08-24,1.647292,1.659583,1.585417,1.605208,1.601197,18100800
2010-08-25,1.573958,1.673125,1.566250,1.653333,1.649202,18019200
2010-08-26,1.674583,1.677292,1.588542,1.599375,1.595379,16622400
2010-08-27,1.627292,1.659375,1.529167,1.652292,1.648163,24057600
2010-08-30,1.626875,1.670417,1.598333,1.598750,1.594755,13142400
2010-08-31,1.575000,1.624375,1.552292,1.590833,1.586858,19555200
2010-09-01,1.652083,1.740208,1.649792,1.724167,1.719859,16204800
2010-09-02,1.734792,1.783333,1.721667,1.783333,1.778877,6787200
2010-09-03,1.837500,1.874167,1.818542,1.874167,1.869484,16910400
2010-09-07,1.848958,1.871250,1.824583,1.828542,1.823973,12172800
2010-09-08,1.848958,1.923542,1.848958,1.893125,1.888395,14236800
2010-09-09,1.952083,1.955208,1.909167,1.917083,1.912293,11294400
2010-09-10,1.931042,1.948125,1.899583,1.937708,1.932867,7992000
2010-09-13,1.988333,2.037708,1.986458,2.023125,2.018070,10464000
2010-09-14,2.014583,2.080000,2.002917,2.048750,2.043631,10593600
2010-09-15,2.032500,2.093750,2.016042,2.083542,2.078336,8457600
2010-09-16,2.082292,2.116458,2.060208,2.112917,2.107637,11721600
2010-09-17,2.156042,2.156042,2.103125,2.135417,2.130081,14352000
2010-09-20,2.159375,2.258125,2.151875,2.246667,2.241053,13195200
2010-09-21,2.248542,2.291667,2.215833,2.239583,2.233988,21734400
2010-09-22,2.214583,2.272708,2.191667,2.228958,2.223389,12072000
2010-09-23,2.183333,2.289583,2.176667,2.222292,2.216739,17136000
2010-09-24,2.301667,2.362500,2.290625,2.348125,2.342258,15816000
2010-09-27,2.358958,2.371250,2.314792,2.321250,2.315450,12139200
2010-09-28,2.343125,2.343125,2.210000,2.327083,2.321269,18278400
2010-09-29,2.308750,2.340208,2.282292,2.308333,2.302566,7982400
2010-09-30,2.343333,2.384583,2.231875,2.277083,2.271394,22185600
2010-10-01,2.330417,2.339792,2.236458,2.270000,2.264328,14630400
2010-10-04,2.247292,2.270417,2.155833,2.191250,2.185775,15480000
2010-10-05,2.268958,2.365625,2.265208,2.354375,2.348492,13723200
2010-10-06,2.344583,2.359375,2.248125,2.294375,2.288642,11064000
2010-10-07,2.333333,2.335000,2.261250,2.316875,2.311086,9868800
2010-10-08,2.321042,2.380417,2.273750,2.363542,2.357636,8568000
2010-10-11,2.370208,2.401250,2.346875,2.368333,2.362416,4766400
2010-10-12,2.352708,2.430208,2.297292,2.417500,2.411459,12216000
2010-10-13,2.462083,2.506458,2.441250,2.476250,2.470062,12105600
2010-10-14,2.479167,2.493542,2.424792,2.462500,2.456347,9969600
2010-10-15,2.550625,2.619583,2.493750,2.619583,2.613038,14947200
2010-10-18,2.623750,2.646458,2.591458,2.619583,2.613038,10872000
2010-10-19,2.515833,2.575833,2.454792,2.515417,2.509131,15912000
2010-10-20,2.540000,2.624375,2.524167,2.567708,2.561292,11683200
2010-10-21,2.619583,2.647917,2.510625,2.585625,2.579165,13713600
2010-10-22,2.588750,2.641875,2.575208,2.636042,2.629455,7339200
2010-10-25,2.667708,2.721458,2.667708,2.676042,2.669355,9648000
2010-10-26,2.633958,2.710833,2.603125,2.692083,2.685357,9355200
2010-10-27,2.657708,2.726667,2.643125,2.719792,2.712996,14107200
2010-10-28,2.757500,2.758958,2.670625,2.735417,2.728581,13473600
2010-10-29,2.734792,2.766458,2.718750,2.722292,2.715490,10094400
2010-11-01,2.750000,2.805625,2.689583,2.728542,2.721724,10651200
2010-11-02,2.794167,2.833958,2.781250,2.811250,2.804226,8515200
2010-11-03,2.825417,2.852708,2.748125,2.851875,2.844749,14395200
2010-11-04,2.951250,2.987917,2.930625,2.952917,2.945538,13982400
2010-11-05,2.960000,2.974167,2.931250,2.956458,2.949071,14246400
2010-11-08,2.941458,2.979167,2.920208,2.963958,2.956552,12931200
2010-11-09,3.006042,3.016458,2.879792,2.916042,2.908756,15235200
2010-11-10,2.931458,2.971042,2.862708,2.960625,2.953227,11496000
2010-11-11,2.822917,2.921042,2.788750,2.910833,2.903560,15230400
2010-11-12,2.862708,2.896667,2.699375,2.762708,2.755805,27283200
2010-11-15,2.810000,2.821667,2.729792,2.733125,2.726296,14899200
2010-11-16,2.674583,2.721458,2.566042,2.597500,2.591010,22704000
2010-11-17,2.602083,2.661042,2.583333,2.622083,2.615532,13896000
2010-11-18,2.706458,2.798333,2.704375,2.743958,2.737102,17342400
2010-11-19,2.735000,2.770833,2.703750,2.750417,2.743545,11678400
2010-11-22,2.717708,2.822917,2.706458,2.822917,2.815864,18432000
2010-11-23,2.739375,2.747292,2.641667,2.689583,2.682863,23232000
2010-11-24,2.766042,2.868542,2.762708,2.846667,2.839554,16185600
2010-11-26,2.797083,2.850417,2.780625,2.828750,2.821682,7459200
2010-11-29,2.781250,2.812500,2.685833,2.789375,2.782405,22065600
2010-11-30,2.700833,2.735833,2.653125,2.683333,2.676629,25089600
2010-12-01,2.806458,2.896667,2.802083,2.853958,2.846827,25857600
2010-12-02,2.866667,2.953125,2.859375,2.940625,2.933277,16516800
2010-12-03,2.905208,2.974792,2.904167,2.965208,2.957799,21931200
2010-12-06,2.965833,2.977292,2.936042,2.960000,2.952604,12384000
2010-12-07,3.069375,3.069583,2.957500,2.962708,2.955305,20553600
2010-12-08,2.992083,3.011250,2.933958,3.003750,2.996245,11678400
2010-12-09,3.053958,3.054583,2.979167,3.006875,2.999362,12484800
2010-12-10,3.027500,3.075625,3.002708,3.070000,3.062329,11025600
2010-12-13,3.108542,3.108542,3.031250,3.033958,3.026377,10094400
2010-12-14,3.057917,3.088125,3.024375,3.046667,3.039054,9609600
2010-12-15,3.044167,3.100833,2.989583,3.015625,3.008090,11947200
2010-12-16,3.018750,3.094583,3.000000,3.078542,3.070849,10766400
2010-12-17,3.088333,3.114583,3.071458,3.087917,3.080201,7651200
2010-12-20,3.104167,3.129167,3.029167,3.096250,3.088513,15768000
2010-12-21,3.132083,3.148750,3.108125,3.147292,3.139427,4200000
2010-12-22,3.147708,3.163542,3.134583,3.150625,3.142753,5400000
2010-12-23,3.134167,3.146875,3.106250,3.126667,3.118854,4608000
2010-12-27,3.101458,3.145833,3.035417,3.127917,3.120101,8020800
2010-12-28,3.151250,3.153958,3.093125,3.114375,3.106594,7934400
2010-12-29,3.141875,3.150417,3.125000,3.132917,3.125089,5683200
2010-12-30,3.134167,3.135000,3.093750,3.109375,3.101606,3595200
2010-12-31,3.102500,3.102500,3.035208,3.080833,3.073136,6091200
2011-01-03,3.162708,3.283542,3.162292,3.220000,3.211954,16689600
2011-01-04,3.260417,3.261250,3.153542,3.215000,3.206967,16440000
2011-01-05,3.183125,3.296250,3.178958,3.294792,3.286559,15360000
2011-01-06,3.306458,3.332292,3.286042,3.324583,3.316276,13065600
2011-01-07,3.341458,3.347083,3.220625,3.316875,3.308587,19051200
2011-01-10,3.291667,3.371042,3.269792,3.354167,3.345786,10756800
2011-01-11,3.395000,3.402292,3.335208,3.369583,3.361164,13742400
2011-01-12,3.416250,3.440000,3.376875,3.437917,3.429327,16761600
2011-01-13,3.450208,3.469792,3.415625,3.448750,3.440133,16430400
2011-01-14,3.447083,3.524583,3.424583,3.523542,3.514737,7660800
2011-01-18,3.433542,3.562500,3.427708,3.551667,3.542793,17265600
2011-01-19,3.569792,3.569792,3.397083,3.432708,3.424131,18744000
2011-01-20,3.391667,3.400208,3.279167,3.355625,3.347240,23683200
2011-01-21,3.404583,3.425000,3.276667,3.278958,3.270765,13104000
2011-01-24,3.297292,3.417292,3.279792,3.414375,3.405844,10804800
2011-01-25,3.368333,3.430833,3.343750,3.426250,3.417689,11980800
2011-01-26,3.448333,3.511667,3.416458,3.479375,3.470681,12422400
2011-01-27,3.520208,3.576042,3.501042,3.546458,3.537597,13920000
2011-01-28,3.547708,3.554375,3.231875,3.278958,3.270765,31819200
2011-01-31,3.291875,3.352500,3.218750,3.327500,3.319186,19996800
2011-02-01,3.404167,3.535417,3.391250,3.512292,3.503515,25430400
2011-02-02,3.493750,3.532500,3.474375,3.496458,3.487722,11515200
2011-02-03,3.477083,3.528958,3.393125,3.510000,3.501230,16444800
2011-02-04,3.518958,3.579167,3.487083,3.573333,3.564404,16992000
2011-02-07,3.595625,3.681042,3.577917,3.625208,3.616150,12974400
2011-02-08,3.626458,3.702500,3.608333,3.702500,3.693249,16747200
2011-02-09,3.677917,3.710417,3.643958,3.680000,3.670805,16300800
2011-02-10,3.618750,3.705417,3.593750,3.697917,3.688677,17760000
2011-02-11,3.663750,3.776042,3.645833,3.773750,3.764321,11817600
2011-02-14,3.772917,3.815000,3.762917,3.797500,3.788011,7454400
2011-02-15,3.776458,3.796042,3.733750,3.787708,3.778244,11654400
2011-02-16,3.817500,3.888125,3.811875,3.857708,3.848069,17640000
2011-02-17,3.800833,3.875000,3.793750,3.854375,3.844744,10843200
2011-02-18,3.856667,3.872083,3.786875,3.832500,3.822924,16022400
2011-02-22,3.679583,3.708333,3.479167,3.495000,3.486267,30230400
2011-02-23,3.493958,3.531458,3.330417,3.408750,3.400233,24283200
2011-02-24,3.432708,3.491667,3.333333,3.457292,3.448653,40065600
2011-02-25,3.521667,3.620417,3.511667,3.605417,3.596408,13543200
2011-02-28,3.646667,3.682500,3.566250,3.631667,3.622592,13039200
2011-03-01,3.680417,3.680417,3.427083,3.457083,3.448445,15362400
2011-03-02,3.450417,3.577083,3.447500,3.505833,3.497074,14263200
2011-03-03,3.607917,3.734167,3.607500,3.715000,3.705717,16603200
2011-03-04,3.716667,3.716667,3.587500,3.660000,3.650855,13677600
2011-03-07,3.705833,3.712083,3.415833,3.514167,3.505386,17196000
2011-03-08,3.494167,3.601667,3.437500,3.550833,3.541961,16096800
2011-03-09,3.521667,3.526250,3.425417,3.479167,3.470474,12132000
2011-03-10,3.355833,3.385417,3.277917,3.320000,3.311704,21861600
2011-03-11,3.264583,3.403750,3.259583,3.375417,3.366983,12818400
2011-03-14,3.320417,3.395833,3.267083,3.342500,3.334148,9864000
2011-03-15,3.045000,3.260833,3.014583,3.205833,3.197823,23481600
2011-03-16,3.125833,3.174583,2.906250,2.970417,2.962995,27096000
2011-03-17,3.106250,3.145833,3.045000,3.047917,3.040301,14560800
2011-03-18,3.154583,3.155833,3.025000,3.031250,3.023676,14839200
2011-03-21,3.164167,3.250000,3.150833,3.200417,3.192420,11906400
2011-03-22,3.215417,3.225000,3.166667,3.191667,3.183692,8044800
2011-03-23,3.152500,3.268333,3.088333,3.240000,3.231904,13068000
2011-03-24,3.315833,3.436667,3.259167,3.416250,3.407714,16332000
2011-03-25,3.450417,3.508333,3.427083,3.441250,3.432652,18537600
2011-03-28,3.487917,3.488333,3.378750,3.382917,3.374464,11104800
2011-03-29,3.362500,3.480833,3.327500,3.480000,3.471305,8412000
2011-03-30,3.533333,3.544583,3.485833,3.531250,3.522427,8443200
2011-03-31,3.516667,3.555000,3.495833,3.546250,3.537389,7053600
2011-04-01,3.597083,3.631667,3.520833,3.551667,3.542793,9444000
2011-04-04,3.582083,3.590833,3.470417,3.519583,3.510789,7802400
2011-04-05,3.493333,3.550000,3.466667,3.479583,3.470889,6741600
2011-04-06,3.562917,3.597500,3.450833,3.505833,3.497074,8299200
2011-04-07,3.508333,3.572083,3.432917,3.505000,3.496243,8992800
2011-04-08,3.553333,3.565833,3.400417,3.452500,3.443874,6307200
2011-04-11,3.492500,3.516250,3.387083,3.421250,3.412702,7010400
2011-04-12,3.372917,3.398333,3.310417,3.353750,3.345370,8320800
2011-04-13,3.426250,3.462083,3.354167,3.433750,3.425170,8856000
2011-04-14,3.362083,3.430833,3.320833,3.415000,3.406467,8484000
2011-04-15,3.375000,3.437500,3.332500,3.392917,3.384439,18710400
2011-04-18,3.294583,3.329167,3.160000,3.327500,3.319186,15720000
2011-04-19,3.348333,3.387500,3.299167,3.387500,3.379036,13416000
2011-04-20,3.566250,3.626667,3.554167,3.612917,3.603889,16394400
2011-04-21,3.725833,3.727083,3.671250,3.704583,3.695327,8121600
2011-04-25,3.717917,3.737500,3.692500,3.732083,3.722758,5668800
2011-04-26,3.762500,3.833333,3.739583,3.796250,3.786765,5599200
2011-04-27,3.812500,3.884583,3.765000,3.875000,3.865318,7833600
2011-04-28,3.837083,3.870833,3.806250,3.869167,3.859499,8253600
2011-04-29,3.839167,3.878750,3.822917,3.850417,3.840796,6552000
2011-05-02,3.867083,3.891667,3.795417,3.829583,3.820014,6734400
2011-05-03,3.817500,3.828333,3.700417,3.772083,3.762658,6525600
2011-05-04,3.771667,3.803750,3.660833,3.750000,3.740630,10243200
2011-05-05,3.695000,3.824583,3.652917,3.693750,3.684520,11968800
2011-05-06,3.806250,3.866250,3.696250,3.725833,3.716524,9604800
2011-05-09,3.743333,3.812083,3.703750,3.766250,3.756839,5234400
2011-05-10,3.803333,3.879167,3.782917,3.862917,3.853265,6919200
2011-05-11,3.851250,3.887917,3.701667,3.779583,3.770139,8088000
2011-05-12,3.740000,3.862083,3.679583,3.846250,3.836640,7536000
2011-05-13,3.820417,3.837917,3.706250,3.710000,3.700730,9256800
2011-05-16,3.661250,3.690417,3.492500,3.517083,3.508296,9964800
2011-05-17,3.464167,3.547917,3.442917,3.545833,3.536974,11217600
2011-05-18,3.532917,3.652917,3.518333,3.632083,3.623008,5320800
2011-05-19,3.674167,3.687917,3.600833,3.663333,3.654180,6578400
2011-05-20,3.650833,3.665000,3.569167,3.582500,3.573549,5457600
2011-05-23,3.435417,3.464583,3.376250,3.427083,3.418520,9679200
2011-05-24,3.453333,3.453333,3.361667,3.362500,3.354098,8491200
2011-05-25,3.346250,3.447083,3.344167,3.400000,3.391505,6739200
2011-05-26,3.366667,3.492083,3.366667,3.463750,3.455095,5892000
2011-05-27,3.480833,3.525833,3.473333,3.515417,3.506633,4382400
2011-05-31,3.616667,3.684583,3.559583,3.684583,3.675377,6914400
2011-06-01,3.660417,3.683750,3.439167,3.449167,3.440548,11544000
2011-06-02,3.464583,3.502083,3.412083,3.469167,3.460499,5848800
2011-06-03,3.347500,3.423750,3.300000,3.311667,3.303392,10173600
2011-06-06,3.296250,3.338333,3.227917,3.231667,3.223592,6684000
2011-06-07,3.256667,3.294167,3.207083,3.212917,3.204888,6981600
2011-06-08,3.190833,3.207500,3.116667,3.143750,3.135895,11690400
2011-06-09,3.145000,3.202500,3.115833,3.157500,3.149611,5508000
2011-06-10,3.114583,3.135833,3.007917,3.012500,3.004973,6962400
2011-06-13,3.025417,3.060833,2.984167,3.014583,3.007051,7372800
2011-06-14,3.082500,3.152917,3.081667,3.126667,3.118854,7315200
2011-06-15,3.042083,3.096250,2.935417,2.955833,2.948448,11167200
2011-06-16,2.957500,2.985417,2.842083,2.914583,2.907301,10646400
2011-06-17,2.997083,3.008333,2.867500,2.892917,2.885688,11246400
2011-06-20,2.864583,2.960833,2.864583,2.931250,2.923926,5901600
2011-06-21,2.969167,3.132500,2.929583,3.126667,3.118854,9285600
2011-06-22,3.085000,3.139167,3.054167,3.056250,3.048614,7776000
2011-06-23,2.955833,3.145000,2.928333,3.140833,3.132986,14481600
2011-06-24,3.094167,3.103750,2.960833,2.975417,2.967982,11755200
2011-06-27,2.989583,3.160833,2.972500,3.120000,3.112204,9295200
2011-06-28,3.142500,3.261667,3.130833,3.260000,3.251854,7209600
2011-06-29,3.288750,3.316667,3.229167,3.300833,3.292586,8551200
2011-06-30,3.335417,3.436250,3.329583,3.426250,3.417689,11304000
2011-07-01,3.437500,3.598333,3.407917,3.585000,3.576042,9590400
2011-07-05,3.597083,3.648333,3.574167,3.636667,3.627580,9160800
2011-07-06,3.627500,3.690833,3.591667,3.675417,3.666233,9979200
2011-07-07,3.756250,3.856250,3.742917,3.824167,3.814612,13387200
2011-07-08,3.727083,3.793750,3.666250,3.792500,3.783024,18254400
2011-07-11,3.676667,3.730417,3.549167,3.589167,3.580199,16927200
2011-07-12,3.584167,3.607500,3.496667,3.501667,3.492918,12580800
2011-07-13,3.579583,3.655000,3.511250,3.548333,3.539467,14349600
2011-07-14,3.579583,3.625417,3.385833,3.426250,3.417689,15429600
2011-07-15,3.544167,3.562500,3.470833,3.562500,3.553598,12050400
2011-07-18,3.509167,3.549167,3.404167,3.503750,3.494995,10586400
2011-07-19,3.609167,3.756250,3.608333,3.750833,3.741461,18108000
2011-07-20,3.810417,3.812500,3.683333,3.698333,3.689092,13384800
2011-07-21,3.709583,3.833333,3.650000,3.773333,3.763905,16401600
2011-07-22,3.770000,3.905417,3.759167,3.890417,3.880696,11433600
2011-07-25,3.794167,3.929167,3.775417,3.867500,3.857836,10012800
2011-07-26,3.854583,3.935833,3.836250,3.888750,3.879033,12919200
2011-07-27,3.817917,3.825000,3.566667,3.593750,3.584770,18007200
2011-07-28,3.600417,3.747500,3.557917,3.612917,3.603889,15424800
2011-07-29,3.524167,3.689167,3.473750,3.577917,3.568976,18717600
2011-08-01,3.707500,3.726667,3.400000,3.529583,3.520764,24667200
2011-08-02,3.475833,3.523333,3.247917,3.261667,3.253517,22125600
2011-08-03,3.270000,3.362917,3.102500,3.346250,3.337889,21948000
2011-08-04,3.208333,3.224167,2.890000,2.890833,2.883610,36513600
2011-08-05,2.986667,3.023750,2.590417,2.827083,2.820019,39729600
2011-08-08,2.577917,2.717917,2.325000,2.330417,2.324594,48182400
2011-08-09,2.422500,2.657917,2.232917,2.649583,2.642963,53232000
2011-08-10,2.472083,2.587500,2.323333,2.337083,2.331244,40447200
2011-08-11,2.427917,2.717083,2.398333,2.637083,2.630494,35793600
2011-08-12,2.697083,2.752083,2.602917,2.704167,2.697410,31286400
2011-08-15,2.737917,2.821667,2.700417,2.820833,2.813785,18936000
2011-08-16,2.744167,2.821667,2.640833,2.748333,2.741466,18830400
2011-08-17,2.765000,2.830833,2.620000,2.703750,2.696994,26529600
2011-08-18,2.483333,2.484167,2.237083,2.311667,2.305891,41090400
2011-08-19,2.232917,2.400833,2.175000,2.182083,2.176631,35916000
2011-08-22,2.335417,2.340417,2.183750,2.201667,2.196165,27057600
2011-08-23,2.248750,2.475833,2.222917,2.474167,2.467985,35767200
2011-08-24,2.461250,2.546667,2.395000,2.532500,2.526172,24645600
